product_name,category_large,category_medium,item_type,grocery_item_name,brand_name
[마이너피겨스] 유기농 오트음료,음료,주스,BEVERAGE,오트음료,마이너피겨스
[마이셰프] 찹스테이크,간편식,밀키트,RTC_MEAL,밀키트,마이셰프
[건강한우리집비옴] 생 아몬드 분말,조미료,가루분말,SAUCE_SEASONING,아몬드 분말,건강한우리집비옴
[김구원선생] 매일 마시는 국산 콩물,채소/곡물류,콩/두부,SIMPLE_PROCESSED,콩물,김구원선생
스코티시 리더 슈프림,술,기타 주류,ALCOHOL,위스키,스코티시
스프링 시드 비올라 쉬라즈,술,와인,ALCOHOL,레드 와인,스프링 시드 와인즈
[KF365] 닭가슴살 샤브샤브 돌돌말이 (냉동),육류/계란,닭고기,RAW_MEAT,닭가슴살,KF365
[RARE : 레어] 1++ 한우 차돌박이 슬라이스,육류/계란,소고기,RAW_MEAT,차돌박이,RARE : 레어
[램테이블] 호주산 프렌치랙,육류/계란,기타,UNKNOWN,프렌치랙,램테이블
[건어물상회] 국물용멸치,수산물,멸치/건어물,DRIED_SEAFOOD,멸치,건어물상회
[krikri 크리크리] 그리스 그릭 요거트,유제품,요거트,DAIRY,요거트,krikri 크리크리
[KF365] 1+등급 무항생제 백색 특란,육류/계란,계란,RAW_MEAT,계란,KF365
[기장물산] 간편한끼 한봉씩 기장미역,수산물,미역/다시마,DRIED_SEAFOOD,미역,기장물산
[뉴트리코어] 포스파티딜세린,채소/곡물류,채소,RAW_PRODUCE,기타,뉴트리코어
[고메] 바삭탱글한 칠리새우,간편식,냉동식품,FROZEN_MEAL,칠리새우,고메
[라메르풀라르] 틴케이스 프랑스 전통 쿠키,간식류,과자/스낵,SNACK,쿠키,라메르풀라르
[나무사이로] 하우스 블렌드 드립백,음료,커피/차,BEVERAGE,커피백,나무사이로
[GRN] 분홍이 슬림밸런스&비오틴,기타,기타,UNKNOWN,기타,GRN
[Kim's butcher] 미국산 초이스 찜갈비 (냉동),간편식,냉동식품,FROZEN_MEAL,갈비,Kim's butcher
카라쿠치골드,술,기타 주류,ALCOHOL,청주,카라쿠치
[로아커] 미니스 디스펜서 나폴리타너,간식류,과자/스낵,SNACK,과자,로아커
행복한콩 국산콩 두부 부침용,채소/곡물류,콩/두부,SIMPLE_PROCESSED,두부,행복한콩
[디핀] 단호박 크림 뇨끼,간편식,냉동식품,FROZEN_MEAL,뇨끼,디핀
[대흥] 다이버가 채취한 자연산 해삼,수산물,조개/전복,RAW_SEAFOOD,해삼,대흥
[맥케인] 케이준 후라이,간편식,냉동식품,FROZEN_MEAL,감자튀김,맥케인
[맑은농장] 기운내요 쌍화차,음료,커피/차,BEVERAGE,쌍화차,맑은농장
글렌카담15년,술,기타 주류,ALCOHOL,위스키,글랜카담
[롯데] 키스틱 소시지,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,소시지,롯데
프레스코발디 테누타 카스틸리오니 토스카나,술,와인,ALCOHOL,레드 와인,프레스코발디
1865 마스터 블랜드,술,와인,ALCOHOL,레드 와인,산 페드로
[더오담] 가마솥 누룽지,기타,기타,UNKNOWN,누룽지,더오담
[도리깨침] 열무김치,간편식,반찬류,SIMPLE_PROCESSED,열무김치,도리깨침
[마이시톨] 나의 이노시톨 마이시톨,기타,기타,UNKNOWN,기타,마이시톨
비네티 델 살렌토 졸라 네그로 아마로 (와인),술,와인,ALCOHOL,레드 와인,비네티 델 살렌토
[레미레미] 땅콩버터 미니팩,유제품,버터/생크림,DAIRY,땅콩 버터,레미레미
[글루어트] 애플사이다비니거,조미료,양념/소스,SAUCE_SEASONING,애플사이다비니거,글루어트
[둥구나무] 특선 채소 영양찜,간편식,레트로트,RTC_MEAL,레트로트,둥구나무
[델리치오] 호주산 목초육 안심 구이용,육류/계란,소고기,RAW_MEAT,안심,델리치오
[데르뜨] 떠먹는 젤리 오렌지,간식류,디저트/케이크,BAKERY,오렌지 젤리,데르뜨
글렌 모렌지 18년 디 인피니타,술,기타 주류,ALCOHOL,위스키,글렌 모렌지
[La bocca] 부쉬드노엘 (그린),간식류,디저트/케이크,BAKERY,부쉬드노엘,La bocca
[YOZM] 그릭요거트 초코소보로 그래놀라,유제품,요거트,DAIRY,그래놀라,YOZM
[광천김] 바삭바삭 미니 김가루,상온식품,김/자반,DRIED_SEAFOOD,김가루,광천김
[근대골목단팥빵] 쑥아빵,간식류,빵류,BAKERY,단팥빵,근대골목단팥빵
스톨리치나야 솔티드 카라멜,술,기타 주류,ALCOHOL,보드카,스톨리치나야
[김구원선생] 콩나물국 키트,간편식,레트로트,RTC_MEAL,레트로트,김구원선생
[동원] 구운 김밥김,상온식품,김/자반,DRIED_SEAFOOD,김밥김,동원
[매일] 허쉬 초콜릿 드링크 딸기,음료,주스,BEVERAGE,초콜릿 우유,매일
[KF365] 파프리카,채소/곡물류,채소,RAW_PRODUCE,파프리카,KF365
[근대골목단팥빵] 미니 맘모스빵,간식류,빵류,BAKERY,맘모스빵,근대골목단팥빵
넘버3 런던 드라이 진,술,기타 주류,ALCOHOL,진,베리 브로스 앤 러드
헤이먼스 올드 톰 진,술,기타 주류,ALCOHOL,진,헤이먼스
클라로스쿠로 그란 말벡,술,와인,ALCOHOL,레드 와인,클라로스쿠로
벨로틴피넛버터초콜렛,간식류,초콜릿/사탕,SNACK,초콜릿,벨로틴
판티니 에디찌오네,술,와인,ALCOHOL,레드 와인,판티니
[누테이블] 소고기 메추리알 장조림,간편식,반찬류,SIMPLE_PROCESSED,메추리알 장조림,누테이블
[맛의명태자] 구워먹는 명란 (냉동),수산물,어란,RAW_SEAFOOD,명란,맛의명태자
[KF365] 간편한 손질오징어 (냉동),수산물,오징어/문어,RAW_SEAFOOD,오징어,KF365
[노포기행]포천식 양념 소 불갈비,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,소갈비,노포기행
아스코니 솔 네그루 까베르네 소비뇽,술,와인,ALCOHOL,레드 와인,아스코니
타이거오리지널,술,맥주,ALCOHOL,맥주,타이거
[니아르] 가르시니아 블루베리맛,기타,기타,UNKNOWN,다이어트캔디,니아르
[군산 이성당] 미니 쌀크루아상,간식류,빵류,BAKERY,크루아상,군산 이성당
[Kurly's] 샌드위치용 달걀감자 샐러드,간편식,샐러드팩,RTC_MEAL,감자 샐러드,Kurly's
[대천김] 프리미엄 곱창 전장김,상온식품,김/자반,DRIED_SEAFOOD,김,대천김
[농협] 우리쌀 통가래떡,간식류,떡,SNACK,가래떡,농협
[Kurly's] 감칠맛 볶음김치,간편식,반찬류,SIMPLE_PROCESSED,볶음김치,Kurly's
[그래인스 쿠키] 애플시나몬 쿠키,간식류,과자/스낵,SNACK,쿠키,그래인스 쿠키
[기네스0.0] 논알콜 음료,술,맥주,ALCOHOL,맥주,기네스
폰타나프레다 브라케토 다퀴,술,와인,ALCOHOL,스파클링 와인,폰타나프레다
[도나스데이] 깨찰슈,간식류,빵류,BAKERY,슈,도나스데이
포 스타 바이 골든 블랑 로제,술,와인,ALCOHOL,스파클링 와인,비토 알베르티
[마요라] 코피코 커피캔디 지퍼백,간식류,초콜릿/사탕,SNACK,커피캔디,마요라
[대천김] 재래 전장김,상온식품,김/자반,DRIED_SEAFOOD,김,대천김
[건어수라] 육수용 황태머리,수산물,멸치/건어물,DRIED_SEAFOOD,황태,건어수라
[뉴믹스] 에어 오리지널맛 저당 커피 파우더 스틱,음료,커피/차,BEVERAGE,커피가루,뉴믹스
[데르뜨] 매일유업 우유 케이크 꾸미기 세트,간식류,디저트/케이크,BAKERY,케이크,데르뜨
[LOWIDE] 로와이드 소금빵,간식류,빵류,BAKERY,소금빵,LOWIDE
[광천김] 오가닉김 도시락김,상온식품,김/자반,DRIED_SEAFOOD,김,광천김
[KF365] 1+ 한우 등심 (냉장),육류/계란,소고기,RAW_MEAT,등심,KF365
[THE짙은] YBD 앞다리 구이용 (냉장),육류/계란,돼지고기,RAW_MEAT,앞다리살,THE짙은
[델리치오] 와규 햄버거 패티,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,패티,델리치오
[김정환홍삼] 홍삼견과,음료,주스,BEVERAGE,홍삼견과,김정환홍삼
[맥시칸] 크리스피 텐더&청양마요소스,조미료,양념/소스,SAUCE_SEASONING,청양 마요 소스,맥시칸
[로이타이] 코코넛 밀크,유제품,우유/두유,DAIRY,코코넛 밀크,로이타이
[노아베이커리] 앙금품은 모카빵,간식류,빵류,BAKERY,모카빵,노아베이커리
다니엘 부쥬XO,술,기타 주류,ALCOHOL,꼬냑,다니엘 부쥬
[리치몬드 과자점] 까만식빵,간식류,빵류,BAKERY,식빵,리치몬드 과자점
[꼬모쎔쁘레] 초콜릿 선물세트,간식류,초콜릿/사탕,SNACK,초콜릿,꼬모쎔쁘레
[로트벡쉔] 브레인 헬스 바이탈,기타,기타,UNKNOWN,기타,로트벡쉔
[대상웰라이프] 석류 콜라겐,기타,기타,UNKNOWN,콜라겐,대상웰라이프
[SEMIWON] 새우 쇼마이,간편식,냉동식품,FROZEN_MEAL,새우 만두,SEMIWON
[라티브] 올리브레몬샷,기타,기타,UNKNOWN,올리브유,라티브
하이네켄 케그,술,맥주,ALCOHOL,맥주,하이네켄
알렉산더 오가닉 보드카,술,기타 주류,ALCOHOL,보드카,보테가
샴페인 호스톰 트레디션,술,와인,ALCOHOL,스파클링 와인,호스톰
[ISFI] 핑크(레드) 페퍼홀,조미료,향신료/허브,SAUCE_SEASONING,레드 페퍼,ISFI
[Dukes coffee] 커피백,음료,커피/차,BEVERAGE,커피백,Dukes coffee
[그냥부엌] 더바삭 베이컨 치즈 감자채전,간편식,냉동식품,FROZEN_MEAL,감자채전,그냥부엌
[YOZM X 테일러] 저당 푸룬 그릭요거트,유제품,요거트,DAIRY,그릭요거트,YOZM X 테일러
[닥터브라이언] 슈퍼브레인 PS&징코 800 플러스,기타,기타,UNKNOWN,기타,닥터브라이언
[라라스윗] 저당 쭈쭈바,간식류,디저트/케이크,BAKERY,아이스크림,라라스윗
[RARE : 레어] 1++ 한우 국거리,육류/계란,소고기,RAW_MEAT,소고기 국거리용,RARE : 레어
조니워커 골드 리저브,술,기타 주류,ALCOHOL,위스키,조니워커
[로트벡쉔] 아이젠샷,기타,기타,UNKNOWN,기타,로트벡쉔
[네이처앤헬스] 한천가루,기타,기타,UNKNOWN,한천가루,네이처앤헬스
[동원] 자연산 꽁치 통조림,상온식품,참치/스팸캔,CANNED,꽁치 통조림,동원
[경복궁 BLACK] 양념 소 불고기,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,소불고기,경복궁 BLACK
[도리깨침] 소고기 알배추찜,간편식,레트로트,RTC_MEAL,레트로트,도리깨침
[만치니] 프리미엄 파스타면,채소/곡물류,쌀/잡곡,GRAIN,파스타 면,만치니
[Picard] 블랙트러플 매쉬드 포테이토,간편식,냉동식품,FROZEN_MEAL,매쉬드 포테이토,Picard
[김정환홍삼] 홍삼배도라지,음료,주스,BEVERAGE,홍삼 음료,김정환홍삼
[매일] 소화가 잘 되는 우유 초콜릿,간식류,초콜릿/사탕,SNACK,밀크초콜릿,매일
[네스프레소] 코지 커피 캡슐,음료,커피/차,BEVERAGE,커피 캡슐,네스프레소
[대상웰라이프] 뉴케어 올프로틴 프로틴 워터,조미료,가루분말,SAUCE_SEASONING,프로틴 음료,대상웰라이프
[꼬손] 껍질벗긴 들깨가루,채소/곡물류,쌀/잡곡,GRAIN,들깨가루,꼬손
[그리스 프리미엄 쿠키] 쿠라비에 화이트 스노우 아몬드,간식류,과자/스낵,SNACK,쿠라비에,쿠라비에
[동원] 양반100밥 현미밥,간편식,즉석밥,INSTANT,현미밥,동원
고든스 진,술,기타 주류,ALCOHOL,진,고든스
[루솔] 홍삼 배도라지즙,음료,주스,BEVERAGE,배도라지 음료,루솔
[남양] 떠먹는 불가리스 제로 요거트 복숭아,유제품,요거트,DAIRY,복숭아,남양
메이커스 마크,술,기타 주류,ALCOHOL,위스키,메이커스 마크
[VEZZLY] 하루 스콘 세트,간식류,빵류,BAKERY,스콘,VEZZLY
[김소형원방] 슬림 다이어트 카페,기타,기타,UNKNOWN,기타,김소형원방
샤또 부아 페르튀 보르도,술,와인,ALCOHOL,레드 와인,GCF
[니아르] 퓨어애사비,조미료,양념/소스,SAUCE_SEASONING,애플사이다비니거,니아르
보테가 끼안띠 클라시코,술,와인,ALCOHOL,레드 와인,보테가
[KF365] 완도 전복,수산물,조개/전복,RAW_SEAFOOD,전복,KF365
[KF365] 곱창 캔김,상온식품,김/자반,DRIED_SEAFOOD,김,KF365
[마이셰프] 얼큰한 꽃게탕,간편식,밀키트,RTC_MEAL,밀키트,마이셰프
칭따오,술,맥주,ALCOHOL,맥주,칭따오
[동원] Dole 워터젤리 사과,간식류,디저트/케이크,BAKERY,사과 젤리,동원
[마이노멀 x YOZM] 저당 그릭요거트 애플시나몬,유제품,요거트,DAIRY,그릭요거트,마이노멀 x YOZM
[라티브] 클린프로틴 쉐이크,조미료,가루분말,SAUCE_SEASONING,프로틴 음료,라티브
[달심] 아사이볼,간식류,디저트/케이크,BAKERY,아사이볼,달심
카발란 솔리스트 비노 바리끄,술,기타 주류,ALCOHOL,위스키,카발란
[리얼닥터] 비타민D 5000IU,조미료,가루분말,SAUCE_SEASONING,기타,리얼닥터
[로우바잇츠] 오'망고,과일/견과류,과일,RAW_FRUIT,건망고,로우바잇츠
[동병상련] 전통 프리미엄 떡국떡 세트,간식류,떡,SNACK,떡국떡,동병상련
[다미원] 촉촉한 반건조 오징어,수산물,오징어/문어,RAW_SEAFOOD,반건조 오징어,다미원
산 마르짜노 F 네그로아마로,술,와인,ALCOHOL,레드 와인,칸티네 산 마르짜노
[KF365] 1+등급 무항생제 백색 특란,육류/계란,계란,RAW_MEAT,계란,KF365
[마켓오] 브라우니 바이트,간식류,디저트/케이크,BAKERY,브라우니,마켓오
[떡편] 쌀케이크 세트,간식류,디저트/케이크,BAKERY,쌀케이크,떡편
이브코트 보르도 므왈레,술,와인,ALCOHOL,화이트 와인,이브코트
[남양] 마시는 불가리스 딸기,유제품,요거트,DAIRY,요구르트,남양
[THE짙은] YBD 목살 구이용 (냉장),육류/계란,돼지고기,RAW_MEAT,목살,THE짙은
[G7] 퓨어 블랙커피,음료,커피/차,BEVERAGE,블랙커피,G7
[드립핑크] 커피 드립백,음료,커피/차,BEVERAGE,커피백,드립핑크
[롯데] 몽쉘 생크림케이크 오리지널,간식류,과자/스낵,SNACK,몽쉘,롯데
[카스텔 디 레고] 얼리 하비스트 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,카스텔 디 레고
[마이하노이] 매운 고기폭탄 쌀국수,간편식,밀키트,RTC_MEAL,밀키트,마이하노이
[뉴트리코어] 코엔자임Q10,기타,기타,UNKNOWN,기타,뉴트리코어
[글루프레소] 혈당커피,음료,커피/차,BEVERAGE,커피,글루프레소
[동원] Dole 워터젤리 망고,간식류,디저트/케이크,BAKERY,망고 젤리,동원
[만나다] 유기농 바나나,과일/견과류,과일,RAW_FRUIT,바나나,만나다
[고래사] 새우볼,간편식,레트로트,RTC_MEAL,레트로트,고래사
[VEZZLY] 하루 스콘,간식류,빵류,BAKERY,스콘,VEZZLY
호세쿠엘보 리제르바 엑스트라 아네호,술,기타 주류,ALCOHOL,데낄라,호세쿠엘보
투핸즈 아레스 쉬라즈,술,와인,ALCOHOL,레드 와인,투핸즈
[레스토랑 알렌 Allen] 트러플 에그 생면 파스타,간편식,밀키트,RTC_MEAL,밀키트,레스토랑 알렌 Allen
[대상웰라이프] 캔서플랜 프로 1.2,기타,기타,UNKNOWN,프로틴 음료,대상웰라이프
[니뽕내뽕] 차뽕,간편식,밀키트,RTC_MEAL,밀키트,니뽕내뽕
[다미원] 반건조 손질 통 민어 (냉동),수산물,생선,RAW_SEAFOOD,반건조 민어,다미원
말리부,술,기타 주류,ALCOHOL,리큐르,말리부
[드로게리아] 히말라야 핑크솔트 그라인더,조미료,조미료,SAUCE_SEASONING,소금,드로게리아
[꿀마실] 아카시아 야생화 스틱,조미료,양념/소스,SAUCE_SEASONING,아카시아꿀,꿀마실
[Kim's butcher] 호주산 목초 홍두깨 (육전용),육류/계란,소고기,RAW_MEAT,홍두깨살,Kim's butcher
[리터스포트] 너트 셀렉션,간식류,과자/스낵,SNACK,초콜릿,리터스포트
[동원] 양반100밥 현미밥,간편식,즉석밥,INSTANT,현미밥,동원
디아블로 데블스 브뤼,술,와인,ALCOHOL,스파클링 와인,디아블로
[농부플러스] 냉압착 생들기름,조미료,식용유/기름,SAUCE_SEASONING,들기름,농부플러스
[맥파이앤타이거] 먼슬리 티백,음료,커피/차,BEVERAGE,티백,맥파이앤타이거
밀크 앤 허니 엘리먼츠 레드 와인,술,와인,ALCOHOL,레드 와인,밀크 앤 허니
[Kim's butcher] 미국산 냉장 부채살,육류/계란,소고기,RAW_MEAT,부채살,Kim's butcher
[루앙] 대만 샌드위치,간식류,빵류,BAKERY,샌드위치,루앙
[더단백] 파우더,기타,기타,UNKNOWN,프로틴 음료,더단백
[농심] 짜파게티,간편식,라면,INSTANT,짜파게티,농심
더 레이크스 더 원 파인 블렌디드 위스키,술,기타 주류,ALCOHOL,위스키,더 레이크스
[남양] 떠먹는 불가리스,유제품,요거트,DAIRY,요거트,남양
[궁] 골든올리브 육포,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,육포,궁
[도리깨침] 프리미엄 명절 한정 상차림,기타,기타,UNKNOWN,기타,도리깨침
[맑은물에] 맷돌 촌두부,채소/곡물류,콩/두부,SIMPLE_PROCESSED,두부,맑은물에
[락피도] 멀티비타민 면역업,기타,기타,UNKNOWN,기타,락피도
[남다른감자탕] 불향가득 직화 연탄불고기,육류/계란,소고기,RAW_MEAT,불고기,남다른감자탕
[맛의명태자] 짜먹는 튜브 명란젓 (냉동),간편식,반찬류,SIMPLE_PROCESSED,명란젓,맛의명태자
[Kurly's] 샌드위치용 달걀 참치 샐러드,간편식,샐러드팩,RTC_MEAL,달걀 참치 샐러드,Kurly's
[Make you Healthy] 엑스트라버진 올리브오일 캡슐,조미료,식용유/기름,SAUCE_SEASONING,올리브유,Make you Healthy
팔리에로 아파시멘토,술,와인,ALCOHOL,레드 와인,팔리에로
[Hallo!] 노르웨이 고등어 (냉동),수산물,생선,RAW_SEAFOOD,고등어,Hallo!
[매일] 마이 카페라떼 컵커피,음료,커피/차,BEVERAGE,컵 커피,매일
[딥트 3일] 애플맛 번,간식류,빵류,BAKERY,번,딥트 3일
[마켓오네이처] 오! 그래놀라 그래놀라팝,상온식품,시리얼,GRAIN,그래놀라,마켓오네이처
호세쿠엘보 트레디셔널 레포사도,술,기타 주류,ALCOHOL,데낄라,호세쿠엘보
[도스타코스] 부리또,간식류,빵류,BAKERY,부리또,도스타코스
[마즈] 초코 펀사이즈 믹스 3 버라이어티팩,간식류,초콜릿/사탕,SNACK,초콜릿,마즈
산 마르짜노 신퀀타 꼴레지오네,술,와인,ALCOHOL,레드 와인,칸티네 산 마르짜노
[땡큐장] 표고깡장 땡초장,조미료,양념/소스,SAUCE_SEASONING,땡초장,땡큐장
[가시제거연구소] 고등어밥상 오렌지라벨,수산물,생선,RAW_SEAFOOD,고등어,가시제거연구소
달모어 포트 우드 리저브,술,기타 주류,ALCOHOL,위스키,달모어
앱솔루트 보드카,술,기타 주류,ALCOHOL,보드카,앱솔루트
하쿠시카 토쿠베츠 혼죠조 야마나니시키,술,기타 주류,ALCOHOL,사케,타츠우마혼케
노비스 메르씨,술,와인,ALCOHOL,레드 와인,노비스
[KF365] 1+등급 무항생제 초란,육류/계란,계란,RAW_MEAT,계란,KF365
[Kurly's] 간편하게 바삭,간편식,냉동식품,FROZEN_MEAL,유린기,Kurly's
[껠끄쇼즈] 샌드쿠키,간식류,과자/스낵,SNACK,샌드쿠키,껠끄쇼즈
[달롤] 글루텐프리 쌀카스테라,간식류,빵류,BAKERY,카스테라,달롤
[KF365] 실속 바나나,과일/견과류,과일,RAW_FRUIT,바나나,KF365
[디어파인] 딸기 그릭요거트,유제품,요거트,DAIRY,그릭요거트,디어파인
[고래주방] 부산깡통시장 유부주머니,간편식,냉동식품,FROZEN_MEAL,유부주머니,고래주방
[널담] 고단백 저당 슬랩,기타,기타,UNKNOWN,슬랩,널담
[기뜬정] 수제 호두정과,간식류,디저트/케이크,BAKERY,호두정과,기뜬정
[HBAF] 넛츠앤스낵스 메이플 피칸 믹스넛,과일/견과류,견과류,RAW_FRUIT,견과류,HBAF
토후 말보로 샤르도네,술,와인,ALCOHOL,화이트 와인,토후
[1등급 한우] 차돌박이 구이용 (냉동),육류/계란,소고기,RAW_MEAT,차돌박이,1등급 한우
[담터] 생강차 플러스,음료,커피/차,BEVERAGE,생강차,담터
알루메아 샤르도네 테라 시칠리아네 오가닉,술,와인,ALCOHOL,화이트 와인,오리온
운두라가 테루아 헌터 소비뇽,술,와인,ALCOHOL,레드 와인,운두라가
[마이셰프] 안동식 순살 듬뿍 찜닭,간편식,밀키트,RTC_MEAL,밀키트,마이셰프
[김소영 아티장의 안단테] 사토리 오리지널 벨라비타노,유제품,치즈,DAIRY,벨라비타노 치즈,김소영 아티장의 안단테
[더치 마스터피스] 고다치즈,유제품,치즈,DAIRY,고다 치즈,더치 마스터피스
[교아당] 우리쌀 감귤 오란다,간식류,과자/스낵,SNACK,오란다,교아당
[동원] 딤섬 새우 하가우,간편식,냉동식품,FROZEN_MEAL,새우 만두,동원
산미구엘,술,맥주,ALCOHOL,맥주,산미구엘
파운더스올데이IPA,술,맥주,ALCOHOL,맥주,파운더스 브루잉
[기장물산] 해녀가 인정한 기장미역,수산물,미역/다시마,DRIED_SEAFOOD,미역,기장물산
